name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
college station,2023-06-02,32.7,22.4,27.6,33.6,22.4,28.2,19.2,62.3,0,0,0,,0,0,31.7,16.2,163.9,1011.8,8.7,16,138.3,11.9,6,30,2023-06-02T06:23:10,2023-06-02T20:23:46,0.45,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-06-03,33.1,22.8,28.2,34,22.8,28.7,18.7,59,0,0,0,,0,0,18.4,13,174.6,1009.8,22.8,16,148.7,12.6,8,30,2023-06-03T06:22:58,2023-06-03T20:24:17,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,PRVT2"
college station,2023-06-04,29.5,19.8,23.8,30.7,19.8,24,18.4,72.8,26.066,100,20.83,rain,0,0,76.7,32.1,35.7,1010.7,28.6,15.2,107.4,9.4,5,30,2023-06-04T06:22:47,2023-06-04T20:24:48,0.52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,72376123901,D0664"
college station,2023-06-05,28.9,21.5,24,30.5,21.5,24.3,19.8,78.2,0.063,100,4.17,rain,0,0,16.6,19.7,36.6,1012.1,27.8,16,82.7,7.1,5,60,2023-06-05T06:22:38,2023-06-05T20:25:17,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-06-06,31.3,20.8,25.5,32.5,20.8,26,19.1,69.8,0,0,0,,0,0,14.8,10.8,97.1,1012.5,17.2,15.9,149.5,12.8,6,30,2023-06-06T06:22:30,2023-06-06T20:25:46,0.59,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-06-07,32.6,21.5,27.1,33.8,21.5,27.8,19.2,64.4,0,0,0,,0,0,14.8,10.3,225.6,1010.8,11.1,15.8,113.5,9.7,7,60,2023-06-07T06:22:24,2023-06-07T20:26:14,0.63,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KCLL,D0664,PRVT2"
college station,2023-06-08,32.6,21.8,25.2,34.8,21.8,25.8,20.3,75.8,5.275,100,16.67,rain,0,0,31.7,15.8,201,1010.1,11.4,15.9,103.5,8.8,7,60,2023-06-08T06:22:19,2023-06-08T20:26:41,0.66,Rain,Clear conditions throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-06-09,34.2,20.7,27.5,37.3,20.7,29.4,20.7,68.9,0,0,0,,0,0,25.9,12.8,157.2,1010.2,4.1,16,154.5,13.2,8,75,2023-06-09T06:22:16,2023-06-09T20:27:07,0.7,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-06-10,34.2,21.3,29,39.5,21.3,31.8,22.6,69.5,11.436,100,8.33,rain,0,0,66.7,41.2,172.9,1008.5,33,15.9,143.1,12.3,6,100,2023-06-10T06:22:14,2023-06-10T20:27:32,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,72376123901,D0664,F8879"
college station,2023-06-11,34.1,20.9,27.5,40,20.9,30.3,21.4,70.7,0.3,100,8.33,rain,0,0,38.9,25.4,188.7,1009.1,17.7,16,139.3,12,7,100,2023-06-11T06:22:13,2023-06-11T20:27:57,0.77,Rain,Clear conditions throughout the day with rain clearing later.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-06-12,34.1,24.3,29.1,39.5,24.3,32.2,23.2,71.8,0,0,0,,0,0,49.1,38.5,159,1010.1,35.6,16,128.2,10.9,6,100,2023-06-12T06:22:13,2023-06-12T20:28:20,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-06-13,34.7,24.8,29.5,39.7,24.8,32.4,22.9,69.4,0,0,0,,0,0,33.5,27,159.6,1009.1,49.5,16,149.7,12.8,7,100,2023-06-13T06:22:15,2023-06-13T20:28:42,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664,PRVT2"
college station,2023-06-14,34.7,26,30,40.7,26,34.1,23.8,70.5,0,0,0,,0,0,38.9,24,179.3,1006.5,38.8,15,122.9,10.6,6,100,2023-06-14T06:22:19,2023-06-14T20:29:04,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-06-15,36.1,28.1,31,44.6,33.1,37.2,24.9,71.4,0,0,0,,0,0,44.7,25.8,176.9,1006.8,55.1,13.9,113.4,9.8,6,100,2023-06-15T06:22:23,2023-06-15T20:29:24,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-06-16,36.9,27.6,31.7,44.4,31.7,38,24.7,68.2,0,0,0,,0,0,57.6,25.2,178.3,1009.1,43.6,15.5,155.1,13.2,7,100,2023-06-16T06:22:29,2023-06-16T20:29:43,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664,F8879"
college station,2023-06-17,34.7,27,30.9,43,30.6,37.2,25,71.6,0,0,0,,0,0,39.9,26.2,178.4,1010,5.5,16,82,7,4,100,2023-06-17T06:22:37,2023-06-17T20:30:01,0,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-06-18,37.6,26.5,31.7,44.5,26.5,37.1,24.2,66.7,0,0,0,,0,0,43,25,188.6,1007.4,26.1,16,141.5,12.2,7,100,2023-06-18T06:22:45,2023-06-18T20:30:18,0.02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-06-19,38.1,27.6,32,45.2,32.1,38,24.5,67.1,0,0,0,,0,0,35.3,22.2,178,1008.3,26.8,16,160.7,13.9,7,100,2023-06-19T06:22:55,2023-06-19T20:30:33,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-06-20,37.6,28.1,32,45.4,33.1,38.3,24.7,67.1,0,0,0,,0,0,33.5,21.7,166.4,1007.9,31.5,16,142.5,12.2,7,100,2023-06-20T06:23:06,2023-06-20T20:30:48,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-06-21,35.8,26.4,30.4,43.7,26.4,35.8,24,69.7,0,0,0,,0,0,67.3,25.2,140,1008,41.3,15.9,138.7,11.8,7,100,2023-06-21T06:23:18,2023-06-21T20:31:01,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-06-22,34.1,24.1,29.3,39.6,24.1,32.8,22.7,68.3,0,0,0,,0,0,27.7,18.9,84.1,1009.6,8.8,16,84.8,7.2,5,75,2023-06-22T06:23:32,2023-06-22T20:31:13,0.15,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-06-23,35.9,26.9,31.4,42.2,30.4,37.1,24.4,68.4,0,0,0,,0,0,40.2,24.8,135.7,1012.5,35.3,15.5,127.3,10.8,6,100,2023-06-23T06:23:46,2023-06-23T20:31:23,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-06-24,36.5,25.4,30.9,42.3,25.4,34.8,23,64.7,0,0,0,,0,0,51.8,24.6,173.1,1013.1,11.2,16,155.3,13.5,8,60,2023-06-24T06:24:02,2023-06-24T20:31:32,0.21,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-06-25,36.9,27.6,31.7,44.2,31.6,37.2,24.1,65.7,0,0,0,,0,0,38.9,24.8,186.1,1012.6,31.7,16,156.2,13.4,8,75,2023-06-25T06:24:19,2023-06-25T20:31:40,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-06-26,37,25.5,31.2,42.5,25.5,35.1,23.2,64.9,0,0,0,,0,0,38,24.6,176.7,1012.1,13.3,16,167.3,14.3,8,60,2023-06-26T06:24:37,2023-06-26T20:31:47,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-06-27,37.8,26.5,31.7,42.5,26.5,35.2,22.9,62.6,0,0,0,,0,0,37.1,23.6,172.9,1011.8,17.1,16,161.7,13.9,8,60,2023-06-27T06:24:56,2023-06-27T20:31:52,0.31,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-06-28,36.9,26.5,31.3,41.2,26.5,34.7,22.7,62.6,0,0,0,,0,0,33.5,21.4,181.6,1012.7,27.8,16,162.9,14.1,8,60,2023-06-28T06:25:16,2023-06-28T20:31:56,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KCLL,D0664"
college station,2023-06-29,36.9,27,31.6,41.6,30.8,36,23.1,63.1,0,0,0,,0,0,33.5,21.1,174.7,1013.8,32,16,146.3,12.5,7,60,2023-06-29T06:25:37,2023-06-29T20:31:59,0.38,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-06-30,36.9,25,31,40.5,25,33.4,21.9,61.3,0,0,0,,0,0,40.7,21.1,173.5,1014.2,22.4,16,160.1,13.6,8,30,2023-06-30T06:25:59,2023-06-30T20:32:00,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-01,37.1,25.5,31.2,41.4,25.5,34.1,22.1,61.4,0,0,0,,0,0,33.5,18,193.3,1014.2,21.1,16,149.6,12.9,7,30,2023-07-01T06:26:22,2023-07-01T20:32:00,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,72376123901,D0664"
college station,2023-07-02,35.6,27,31.1,38.9,29.5,34.1,21.6,58.6,0,0,0,,0,0,27.7,18.9,199.4,1013.1,16.6,16,119,10.2,5,60,2023-07-02T06:26:46,2023-07-02T20:31:58,0.47,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-07-03,35.4,26,30.4,39.3,26,33.6,22.2,62.7,0,0,0,,0,0,27.7,15.4,186.3,1013.1,12.9,16,102.9,8.8,5,60,2023-07-03T06:27:11,2023-07-03T20:31:55,0.5,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-07-04,34.8,26.1,29.8,39.3,26.1,33.7,23.4,69.6,0,0,0,,0,0,35.3,23.8,171.9,1014.8,20.6,16,86.8,7.5,5,60,2023-07-04T06:27:36,2023-07-04T20:31:50,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-05,33.9,26.5,30,38.2,26.5,33.6,23,67.8,0,0,0,,0,0,45.1,22.1,171.8,1015.9,23,16,54,4.7,2,60,2023-07-05T06:28:03,2023-07-05T20:31:44,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-06,31.6,25.4,27.7,35.9,25.4,29.8,23.2,77.4,13.973,100,20.83,rain,0,0,55.4,32.2,164.7,1015.8,41.5,15.7,43.5,3.8,3,60,2023-07-06T06:28:30,2023-07-06T20:31:36,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-07,33.6,23.6,28.5,37.5,23.6,30.7,22.2,71,0.283,100,4.17,rain,0,0,57.2,20.7,172.3,1013.9,19.9,16,157.1,13.5,8,30,2023-07-07T06:28:58,2023-07-07T20:31:27,0.65,Rain,Clear conditions throughout the day with afternoon rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-08,36.9,25.4,30.4,41.5,25.4,33.7,23.2,68,0,0,0,,0,0,33.5,20.8,178.5,1012.8,35.6,16,129.2,11,8,60,2023-07-08T06:29:27,2023-07-08T20:31:17,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-09,37,27.6,31.9,41.4,31.5,36.3,23.1,62.1,0,0,0,,0,0,38.7,22.7,190.1,1011.9,36.5,16,120.3,10.3,8,60,2023-07-09T06:29:56,2023-07-09T20:31:05,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-10,37.7,26.9,32,43.2,30.3,36.7,23.4,63,0,0,0,,0,0,34.4,18.8,185.2,1013,37.3,16,127.1,10.8,8,60,2023-07-10T06:30:26,2023-07-10T20:30:51,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-11,37.5,27.6,32.2,43.6,31.5,37.1,23.4,61.7,0,0,0,,0,0,45.3,28.4,188.5,1013.2,25,16,101.2,8.9,7,75,2023-07-11T06:30:56,2023-07-11T20:30:37,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-12,39.2,27.6,32.6,45,31.1,37.6,23.3,60.3,0,0,0,,0,0,50,28.4,184.3,1012.1,26.7,16,154.5,13.3,8,60,2023-07-12T06:31:28,2023-07-12T20:30:20,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-13,39.1,27.2,32.8,45.7,31,37.8,23.3,60.5,0,0,0,,0,0,40.3,27.1,181.3,1011.4,36.5,16,128.7,11,8,60,2023-07-13T06:31:59,2023-07-13T20:30:02,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-14,38.6,27.6,32.4,43.5,31.5,36.9,22.9,60.4,0,0,0,,0,0,38.8,28.9,182.1,1011.9,26.6,16,126.5,10.9,8,60,2023-07-14T06:32:32,2023-07-14T20:29:43,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-15,39.1,27.6,32.5,41.8,31.3,36.4,22.3,58.7,0,0,0,,0,0,38.9,21.5,187.6,1013.4,28.3,16,125.8,10.9,8,60,2023-07-15T06:33:05,2023-07-15T20:29:22,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-16,38.5,27,32.2,41.5,30.4,35.7,22,58.2,0,0,0,,0,0,31.7,16.8,202.3,1015.2,17.2,16,143.5,12.3,8,30,2023-07-16T06:33:38,2023-07-16T20:29:00,0.96,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-07-17,39.2,26.6,32.5,40.3,26.6,35.1,21,54.8,0,0,0,,0,0,32.1,18.9,183.9,1015.6,13.2,16,141.9,12.2,8,60,2023-07-17T06:34:11,2023-07-17T20:28:36,0,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-18,39.7,26.5,32.7,42.2,26.5,35.9,21.8,56.8,0,0,0,,0,0,35.3,20.5,180,1015.6,8,16,166.7,14.5,8,75,2023-07-18T06:34:46,2023-07-18T20:28:11,0.03,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-19,39.1,26.5,32.5,41.3,26.5,35.4,21.5,56.2,0,0,0,,0,0,35.8,21.3,179.8,1016.8,9.4,16,160.1,13.8,8,60,2023-07-19T06:35:20,2023-07-19T20:27:44,0.06,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-20,38.6,27.6,32.5,41.6,31.5,36,21.8,57,0,0,0,,0,0,35.3,21.7,180.2,1016.8,26.2,16,167.3,14.5,8,60,2023-07-20T06:35:55,2023-07-20T20:27:16,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-21,38.6,26.1,32.1,39.7,26.1,34.4,20.5,54.7,0,0,0,,0,0,33.5,18.2,186.2,1014.5,7.1,16,155.6,13.4,8,30,2023-07-21T06:36:30,2023-07-21T20:26:46,0.13,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-22,39.6,26.5,33.1,42.5,26.5,36.1,21,52,0,0,0,,0,0,37.1,21.9,284.8,1013.2,8.7,15.9,133.5,11.4,8,60,2023-07-22T06:37:05,2023-07-22T20:26:15,0.16,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-23,38.9,27.3,32.9,40.7,30.2,35.8,20.6,51.9,0,0,0,,0,0,31.7,18.7,49.3,1014.9,17.7,16,122.6,10.6,8,75,2023-07-23T06:37:41,2023-07-23T20:25:43,0.2,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-07-24,38.6,24.6,31.6,40.6,24.6,33.6,20.6,56,0,0,0,,0,0,29.5,17.1,152,1017.8,17.9,16,160.6,13.7,8,60,2023-07-24T06:38:17,2023-07-24T20:25:09,0.23,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-25,38.1,25.7,31.9,39.3,25.7,34.4,21.1,56.9,0,0,0,,0,0,47.6,24.1,170.6,1018.4,14.7,16,129.5,11.1,8,60,2023-07-25T06:38:53,2023-07-25T20:24:34,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-07-26,38.5,26,32,39.2,26,34.1,20.6,55.5,0,0,0,,0,0,29.5,17.8,174.5,1017.2,12.9,15.9,141.3,12.2,8,60,2023-07-26T06:39:30,2023-07-26T20:23:58,0.3,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-07-27,38.4,26.3,31.9,38.9,26.3,34.3,20.8,56.1,0,0,0,,0,0,35.3,25.6,155.1,1016.6,26.6,16,141.1,12.1,8,60,2023-07-27T06:40:06,2023-07-27T20:23:20,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-28,37.5,25.1,31.5,38.7,25.1,32.9,19.8,53.8,0,0,0,,0,0,36.9,23.9,157.4,1017.3,16.8,16,137.6,12,8,60,2023-07-28T06:40:43,2023-07-28T20:22:41,0.36,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-29,37.1,25.3,31.6,38.7,25.3,33.3,20.3,54.6,0,0,0,,0,0,29.5,16.7,178.3,1018.2,7.6,16,123.3,10.5,8,30,2023-07-29T06:41:19,2023-07-29T20:22:00,0.4,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-07-30,38.7,25.4,32.5,40.6,25.4,34.4,20.1,51.6,0,0,0,,0,0,24.1,16.4,186.4,1017.4,11.2,16,112.9,9.5,8,30,2023-07-30T06:41:56,2023-07-30T20:21:18,0.43,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-07-31,40.3,25.7,33.4,43.2,25.7,36,20.3,49.1,0,0,0,,0,0,27.7,15.7,180.1,1016,10.9,16,112.6,9.4,8,30,2023-07-31T06:42:33,2023-07-31T20:20:35,0.46,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-01,40.7,26.8,33.8,43.4,28.7,36.7,20.5,48.4,0,0,0,,0,0,29.5,18,176.5,1016.1,7.9,16,137.4,12,8,30,2023-08-01T06:43:10,2023-08-01T20:19:51,0.5,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-02,40.8,26.2,33.7,41.4,26.2,35.6,19.2,45.9,0,0,0,,0,0,35.8,22.4,166.1,1015.9,0.1,16,125.8,10.9,8,30,2023-08-02T06:43:47,2023-08-02T20:19:05,0.53,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-03,39.7,25.9,33,43.3,25.9,36.5,21.8,55.2,0,0,0,,0,0,33.5,22.5,177.4,1014.8,5.1,16,128,11,8,60,2023-08-03T06:44:24,2023-08-03T20:18:18,0.57,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-04,40.2,26.6,33.4,43.1,26.6,36.8,21.7,54.2,0,0,0,,0,0,37.1,21.7,182.6,1013.2,7.3,16,138.4,11.9,8,60,2023-08-04T06:45:01,2023-08-04T20:17:30,0.6,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-05,39.7,27.6,33.5,42.6,31.5,37.3,21.8,54.2,0,0,0,,0,0,33.5,20.4,191,1013.7,7.6,16,135,11.4,8,75,2023-08-05T06:45:38,2023-08-05T20:16:41,0.63,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-06,39.7,28.1,33.5,42.5,32.4,37,21.4,52.8,0,0,0,,0,0,40.5,20.1,187.7,1014.1,6.7,16,132.8,11.5,8,60,2023-08-06T06:46:15,2023-08-06T20:15:51,0.67,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-07,40.8,28.6,33.9,43.8,33.8,38.1,22.1,54.3,0,0,0,,0,0,41,24.5,185.8,1014.5,24.8,16,153.9,13.1,8,75,2023-08-07T06:46:52,2023-08-07T20:14:59,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-08,40.3,27.6,33.4,43.3,31.5,37.5,22.1,55.5,0,0,0,,0,0,39,24.9,184.8,1013.7,18.4,16,140.5,12.3,8,60,2023-08-08T06:47:29,2023-08-08T20:14:07,0.75,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-09,41.3,28.1,33.6,45,32.8,38.2,22.6,56.9,0,0,0,,0,0,51.6,34.6,185.3,1010.6,26.7,16,169.6,14.6,8,60,2023-08-09T06:48:06,2023-08-09T20:13:13,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-10,40.9,28.2,34,45.4,32.2,38.7,22.5,54.7,0,0,0,,0,0,48.3,26.9,184.7,1009.7,22.8,16,157.4,13.7,8,75,2023-08-10T06:48:43,2023-08-10T20:12:18,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-11,41.3,28.2,34.1,45,32.5,38.6,22.4,54.4,0,0,0,,0,0,40.7,26.9,185.1,1011.2,24,16,162.1,14,8,60,2023-08-11T06:49:19,2023-08-11T20:11:23,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-12,41.3,28.1,33.8,46.1,33.5,39,23.1,57.8,0,0,0,,0,0,42.4,26.9,179.6,1013.1,33.2,16,135.5,11.8,8,75,2023-08-12T06:49:56,2023-08-12T20:10:26,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-13,40.8,27.1,33.6,43.8,30.9,37.6,22.1,56.1,0,0,0,,0,0,40.7,21.6,182.5,1013.9,24.3,15.9,155.3,13.4,8,60,2023-08-13T06:50:32,2023-08-13T20:09:28,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-14,41.2,27.6,33.8,42.9,32,37.6,21.6,53.8,0,0,0,,0,0,33.4,20.9,206.6,1015.3,23.7,16,126,10.8,7,60,2023-08-14T06:51:09,2023-08-14T20:08:29,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-15,39,27.3,33.1,38.7,27.8,33.8,16.4,39.2,0,0,0,,0,0,35.3,19.8,7.3,1016.8,0,16,142.9,12.4,8,60,2023-08-15T06:51:45,2023-08-15T20:07:29,0.98,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-16,38.9,23.1,31.6,36.7,23.1,30.6,11.5,31.9,0,0,0,,0,0,33.5,19.7,38.7,1014.8,0,16,140.1,12,8,10,2023-08-16T06:52:21,2023-08-16T20:06:29,0,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-17,41.8,24.1,32.8,43.1,24.1,33.9,17.6,44.8,0,0,0,,0,0,25.9,19.5,183,1012,1.8,16,161.4,13.9,8,60,2023-08-17T06:52:57,2023-08-17T20:05:27,0.04,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-18,41.3,25.9,33.4,42.9,25.9,34.9,18.9,46.3,0,0,0,,0,0,35.3,21.6,175.8,1012.9,0,16,151.9,13.1,8,30,2023-08-18T06:53:33,2023-08-18T20:04:25,0.08,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
